loan_id,defaulted_12m,grade,purpose,home_ownership,emp_length,annual_inc,dti,fico_range_low
116610020,0,F,home_improvement,MORTGAGE,7 years,179380.0,16.64,660.0
116612780,0,F,debt_consolidation,MORTGAGE,4 years,55000.0,25.09,665.0
116772451,0,G,other,RENT,8 years,45000.0,21.04,690.0
116803768,0,G,credit_card,RENT,10+ years,165756.0,33.74,665.0
116816928,0,C,debt_consolidation,MORTGAGE,8 years,72000.0,17.61,700.0
116827551,0,B,debt_consolidation,MORTGAGE,10+ years,88540.0,10.41,665.0
116828261,0,G,debt_consolidation,RENT,< 1 year,43000.0,34.3,690.0
116845022,0,G,small_business,MORTGAGE,10+ years,72000.0,23.78,700.0
116867621,0,A,debt_consolidation,MORTGAGE,10+ years,72000.0,25.48,700.0
116870846,0,D,credit_card,RENT,5 years,130000.0,28.95,665.0
116878437,0,F,other,RENT,10+ years,45000.0,2.24,670.0
116880925,0,G,debt_consolidation,RENT,7 years,36000.0,5.27,690.0
116882289,0,G,home_improvement,MORTGAGE,10+ years,96000.0,16.65,685.0
116926767,0,G,debt_consolidation,RENT,10+ years,37377.0,33.65,675.0
117000246,0,G,debt_consolidation,RENT,1 year,111000.0,23.12,675.0
117191383,0,G,debt_consolidation,RENT,,2500.0,240.87,690.0
117218341,0,D,debt_consolidation,RENT,10+ years,42000.0,34.2,695.0
117220388,0,F,credit_card,MORTGAGE,10+ years,265075.0,10.24,665.0
117226284,0,B,debt_consolidation,OWN,10+ years,40000.0,30.82,725.0
117237165,0,A,credit_card,RENT,4 years,123000.0,13.59,790.0
117238443,0,G,credit_card,MORTGAGE,10+ years,54000.0,9.42,660.0
117249462,0,E,debt_consolidation,RENT,7 years,78000.0,22.38,695.0
117498386,0,B,debt_consolidation,MORTGAGE,10+ years,90000.0,21.65,660.0
117844668,0,D,debt_consolidation,RENT,5 years,76000.0,14.87,670.0
117851089,0,D,debt_consolidation,RENT,10+ years,51000.0,27.86,690.0
117875389,0,G,other,MORTGAGE,5 years,38675.0,30.32,675.0
117879735,0,G,debt_consolidation,MORTGAGE,10+ years,87000.0,20.94,665.0
117897155,0,F,other,RENT,5 years,25000.0,33.85,710.0
117957020,1,E,other,RENT,2 years,46800.0,21.92,700.0
118028815,0,D,debt_consolidation,MORTGAGE,10+ years,70000.0,33.96,660.0
118068950,0,G,credit_card,OWN,1 year,137500.0,26.63,665.0
118076835,0,A,debt_consolidation,MORTGAGE,10+ years,110000.0,13.06,720.0
118126867,0,C,debt_consolidation,MORTGAGE,,44000.0,29.16,715.0
118154965,0,G,small_business,RENT,< 1 year,25000.0,79.5,680.0
118157215,0,D,debt_consolidation,MORTGAGE,10+ years,160000.0,24.56,665.0
118161950,0,E,credit_card,MORTGAGE,8 years,65000.0,43.11,680.0
118162782,0,B,debt_consolidation,MORTGAGE,< 1 year,69000.0,24.73,745.0
118180443,0,G,major_purchase,OWN,< 1 year,66000.0,22.69,705.0
118183437,0,F,debt_consolidation,RENT,10+ years,65000.0,10.71,675.0
118191769,0,E,debt_consolidation,RENT,,39000.0,28.34,685.0
118206476,0,A,debt_consolidation,RENT,< 1 year,30000.0,2.0,725.0
118209590,0,E,other,RENT,5 years,85000.0,10.07,665.0
118219427,0,B,debt_consolidation,RENT,,55000.0,18.96,670.0
118223959,0,C,debt_consolidation,MORTGAGE,10+ years,57000.0,19.77,705.0
118231566,0,G,debt_consolidation,RENT,10+ years,400000.0,17.81,680.0
118246071,0,A,home_improvement,MORTGAGE,4 years,60000.0,28.28,730.0
118312733,0,B,debt_consolidation,RENT,10+ years,120000.0,16.58,755.0
118323393,0,G,debt_consolidation,OWN,10+ years,42000.0,28.74,665.0
118325126,0,G,home_improvement,MORTGAGE,8 years,104220.0,31.34,725.0
118331789,0,F,debt_consolidation,OWN,10+ years,100000.0,28.01,685.0
118437558,0,B,credit_card,RENT,8 years,55000.0,29.46,690.0
118557253,0,E,debt_consolidation,MORTGAGE,10+ years,75000.0,22.42,670.0
118605288,0,B,debt_consolidation,MORTGAGE,3 years,54595.0,27.79,705.0
118617159,0,F,debt_consolidation,RENT,10+ years,30000.0,32.76,680.0
118645378,0,E,other,RENT,4 years,80000.0,12.45,705.0
118675909,0,A,credit_card,RENT,2 years,55000.0,22.91,700.0
118677512,0,G,debt_consolidation,RENT,4 years,45000.0,19.49,670.0
118983408,0,D,major_purchase,OWN,5 years,39000.0,14.16,660.0
119034932,0,E,major_purchase,OWN,3 years,145000.0,1.15,675.0
119044492,0,E,other,RENT,< 1 year,30000.0,20.2,725.0
119221315,0,F,debt_consolidation,OWN,10+ years,45000.0,47.47,670.0
119231246,0,D,debt_consolidation,MORTGAGE,3 years,80000.0,20.07,715.0
119246548,0,G,debt_consolidation,RENT,6 years,48000.0,24.4,675.0
119248329,0,G,debt_consolidation,OWN,4 years,52000.0,27.39,660.0
119266677,0,B,debt_consolidation,RENT,5 years,47500.0,14.73,680.0
119280211,0,A,other,RENT,3 years,28000.0,31.25,725.0
119282953,0,D,debt_consolidation,RENT,1 year,32000.0,27.42,700.0
119296842,0,B,debt_consolidation,RENT,6 years,103060.0,32.58,680.0
119299984,0,G,debt_consolidation,OWN,3 years,31000.0,14.32,660.0
119301342,0,B,home_improvement,OWN,7 years,150000.0,15.47,700.0
119302819,1,F,debt_consolidation,OWN,,46200.0,18.21,725.0
119307619,0,F,debt_consolidation,MORTGAGE,1 year,140000.0,10.64,675.0
119336653,0,C,debt_consolidation,MORTGAGE,< 1 year,0.0,,720.0
119337453,0,A,debt_consolidation,RENT,10+ years,60000.0,14.9,685.0
119344895,1,F,debt_consolidation,MORTGAGE,10+ years,53758.0,33.24,680.0
119345285,0,D,debt_consolidation,OWN,9 years,112000.0,26.12,690.0
119358289,0,C,debt_consolidation,RENT,5 years,100000.0,22.62,665.0
119360032,0,B,debt_consolidation,RENT,10+ years,70000.0,28.81,760.0
119365184,0,F,debt_consolidation,RENT,8 years,82000.0,33.68,665.0
119369452,0,B,credit_card,MORTGAGE,4 years,85000.0,8.25,705.0
119381054,0,B,debt_consolidation,MORTGAGE,9 years,45000.0,5.92,665.0
119387467,0,C,credit_card,MORTGAGE,10+ years,123000.0,15.8,695.0
119388251,0,E,debt_consolidation,RENT,3 years,20000.0,31.51,695.0
119413613,0,G,debt_consolidation,MORTGAGE,,20400.0,82.82,680.0
119505481,0,F,home_improvement,OWN,1 year,30000.0,4.96,695.0
119692082,0,B,debt_consolidation,RENT,,53000.0,14.11,690.0
119698068,0,C,debt_consolidation,MORTGAGE,< 1 year,74256.0,4.67,695.0
119810270,0,G,car,MORTGAGE,2 years,120000.0,14.26,695.0
119821026,0,B,credit_card,MORTGAGE,10+ years,93000.0,6.32,680.0
119898646,0,B,debt_consolidation,RENT,2 years,75000.0,13.28,695.0
119957195,0,D,debt_consolidation,RENT,10+ years,50000.0,27.8,670.0
119957485,0,D,home_improvement,MORTGAGE,10+ years,91900.0,18.69,660.0
119958342,0,E,debt_consolidation,MORTGAGE,< 1 year,225000.0,8.63,680.0
119974306,0,G,debt_consolidation,RENT,2 years,55000.0,19.57,670.0
119988211,0,G,credit_card,OWN,,46142.0,8.79,740.0
119991549,0,G,debt_consolidation,MORTGAGE,10+ years,105000.0,15.9,660.0
120000217,0,F,credit_card,RENT,,41943.36,33.76,665.0
120005057,0,G,other,MORTGAGE,6 years,55000.0,37.86,760.0
120021927,0,F,debt_consolidation,RENT,< 1 year,29000.0,4.68,665.0
120025212,0,G,home_improvement,MORTGAGE,10+ years,61000.0,21.37,675.0
120034915,0,D,debt_consolidation,OWN,,1982.0,47.92,680.0
120036379,0,E,credit_card,OWN,,46000.0,9.31,660.0
120140203,0,A,credit_card,MORTGAGE,2 years,225000.0,27.74,790.0
120141235,0,A,debt_consolidation,MORTGAGE,10+ years,119400.0,15.48,730.0
120142894,0,D,debt_consolidation,MORTGAGE,10+ years,200000.0,24.99,710.0
120152445,0,E,debt_consolidation,RENT,7 years,59000.0,11.72,660.0
120152552,0,E,credit_card,MORTGAGE,10+ years,75000.0,22.54,685.0
120162695,0,G,debt_consolidation,OWN,10+ years,125000.0,5.19,660.0
120189318,0,C,credit_card,MORTGAGE,10+ years,63000.0,26.93,685.0
120207964,0,G,credit_card,MORTGAGE,10+ years,151000.0,27.69,665.0
120211167,0,E,debt_consolidation,RENT,< 1 year,90000.0,9.8,720.0
120216656,0,G,credit_card,RENT,3 years,75000.0,13.35,665.0
120216986,0,C,debt_consolidation,MORTGAGE,< 1 year,130000.0,22.83,740.0
120230292,0,G,debt_consolidation,MORTGAGE,5 years,120000.0,9.33,665.0
120234284,0,E,other,RENT,10+ years,42000.0,24.51,660.0
120253426,0,G,debt_consolidation,MORTGAGE,10+ years,55000.0,33.71,670.0
120275483,0,C,credit_card,RENT,2 years,100000.0,10.85,660.0
120403960,0,A,debt_consolidation,RENT,2 years,36000.0,5.53,720.0
120579803,0,C,credit_card,RENT,1 year,28320.0,20.59,665.0
120584888,0,B,credit_card,MORTGAGE,6 years,80000.0,36.44,710.0
120590480,0,C,other,MORTGAGE,7 years,52000.0,20.77,660.0
120610695,0,C,credit_card,MORTGAGE,< 1 year,110000.0,15.45,675.0
120629131,0,D,debt_consolidation,RENT,5 years,65000.0,21.03,670.0
120642535,0,C,credit_card,MORTGAGE,< 1 year,50000.0,26.01,680.0
120654619,0,C,credit_card,MORTGAGE,< 1 year,100000.0,20.68,720.0
120889676,0,B,debt_consolidation,MORTGAGE,,67000.0,24.07,720.0
120944468,0,F,debt_consolidation,RENT,2 years,68000.0,29.66,690.0
121201631,0,D,other,RENT,1 year,40000.0,1.62,670.0
121232949,0,B,credit_card,RENT,2 years,70000.0,10.22,670.0
121280826,0,A,debt_consolidation,MORTGAGE,7 years,150000.0,15.81,775.0
121291369,0,D,home_improvement,MORTGAGE,< 1 year,60000.0,9.34,660.0
121321199,0,D,credit_card,MORTGAGE,< 1 year,35000.0,15.43,680.0
121335363,0,A,debt_consolidation,RENT,2 years,36000.0,16.93,725.0
121359340,1,G,other,RENT,10+ years,96000.0,9.13,675.0
121373731,0,G,debt_consolidation,MORTGAGE,,30000.0,142.64,665.0
121378956,0,C,credit_card,RENT,10+ years,149000.0,17.07,710.0
121379542,0,E,credit_card,RENT,10+ years,40000.0,15.81,685.0
121386997,0,D,debt_consolidation,MORTGAGE,,31955.0,18.63,670.0
121390101,0,A,home_improvement,MORTGAGE,6 years,120000.0,14.99,775.0
121392224,0,G,home_improvement,OWN,10+ years,100000.0,26.54,660.0
121714969,0,C,debt_consolidation,MORTGAGE,6 years,108000.0,12.26,705.0
121718129,0,A,credit_card,MORTGAGE,10+ years,194000.0,16.05,715.0
121722351,1,G,other,MORTGAGE,5 years,45000.0,24.16,685.0
121774670,0,E,debt_consolidation,RENT,3 years,34000.0,53.97,690.0
121799818,0,A,credit_card,MORTGAGE,10+ years,75000.0,25.06,665.0
121810765,0,C,medical,MORTGAGE,10+ years,85000.0,9.78,665.0
121828121,0,A,debt_consolidation,RENT,10+ years,52000.0,24.81,725.0
121833872,0,G,credit_card,RENT,10+ years,70000.0,36.34,710.0
121837934,0,G,debt_consolidation,RENT,4 years,50000.0,12.46,680.0
121926083,0,G,debt_consolidation,RENT,10+ years,66000.0,8.09,660.0
122191817,1,E,renewable_energy,RENT,4 years,48000.0,27.8,665.0
122201146,0,F,other,MORTGAGE,3 years,150000.0,15.37,720.0
122206514,0,B,debt_consolidation,MORTGAGE,10+ years,290000.0,20.58,690.0
122240435,0,B,debt_consolidation,RENT,9 years,150000.0,5.99,720.0
122244754,0,B,debt_consolidation,MORTGAGE,10+ years,110000.0,22.75,715.0
122273040,1,C,credit_card,RENT,4 years,32000.0,26.73,680.0
122324372,0,C,debt_consolidation,RENT,10+ years,75000.0,36.78,755.0
122341149,0,C,debt_consolidation,MORTGAGE,< 1 year,60000.0,15.24,755.0
122665549,0,G,debt_consolidation,RENT,< 1 year,275000.0,9.72,660.0
122686336,0,G,debt_consolidation,MORTGAGE,10+ years,105000.0,33.95,675.0
123022347,0,C,debt_consolidation,MORTGAGE,10+ years,60000.0,26.78,710.0
123027504,0,B,debt_consolidation,MORTGAGE,4 years,58500.0,8.66,670.0
123036223,0,A,credit_card,RENT,1 year,42000.0,30.89,715.0
123061920,0,B,home_improvement,MORTGAGE,< 1 year,195000.0,3.87,770.0
123326536,0,A,credit_card,MORTGAGE,5 years,175000.0,9.13,690.0
123590032,0,A,debt_consolidation,MORTGAGE,9 years,130000.0,10.65,760.0
123613927,0,A,car,OWN,10+ years,50000.0,31.82,775.0
123886493,0,A,home_improvement,MORTGAGE,10+ years,105000.0,16.66,710.0
123890168,0,A,home_improvement,MORTGAGE,6 years,130000.0,5.67,750.0
123961020,0,B,other,RENT,2 years,150000.0,7.82,730.0
123973751,0,D,credit_card,RENT,4 years,85000.0,17.34,685.0
123987911,0,E,debt_consolidation,RENT,3 years,28000.0,58.21,690.0
123991714,0,A,home_improvement,MORTGAGE,5 years,60000.0,25.64,730.0
124000698,0,D,debt_consolidation,RENT,2 years,135000.0,26.83,670.0
124041904,0,A,credit_card,MORTGAGE,,45000.0,15.84,780.0
124050556,0,E,debt_consolidation,MORTGAGE,10+ years,42500.0,40.13,705.0
124083077,0,A,other,OWN,10+ years,40000.0,0.52,805.0
124088890,0,D,other,OWN,4 years,65000.0,19.49,690.0
124092770,0,E,debt_consolidation,MORTGAGE,3 years,55000.0,23.67,675.0
124100714,0,D,moving,OWN,,48000.0,38.25,680.0
124141608,0,D,debt_consolidation,RENT,,28526.0,17.21,670.0
124141902,0,F,credit_card,MORTGAGE,10+ years,85000.0,23.24,675.0
124149252,0,D,debt_consolidation,MORTGAGE,2 years,160000.0,17.49,685.0
124151837,0,D,debt_consolidation,RENT,8 years,32000.0,18.99,680.0
124742262,0,B,credit_card,OWN,7 years,30000.0,6.12,700.0
124785249,0,G,debt_consolidation,MORTGAGE,10+ years,24000.0,48.6,735.0
124878699,0,B,credit_card,MORTGAGE,10+ years,26000.0,35.88,715.0
124965108,0,B,home_improvement,MORTGAGE,7 years,80000.0,24.24,720.0
124983565,0,D,debt_consolidation,MORTGAGE,7 years,55000.0,30.81,675.0
125050044,0,B,debt_consolidation,RENT,10+ years,100500.0,23.76,660.0
125068858,0,A,debt_consolidation,MORTGAGE,5 years,60000.0,11.08,725.0
125069348,0,A,debt_consolidation,MORTGAGE,10+ years,72000.0,25.67,805.0
125090013,0,C,credit_card,RENT,4 years,80000.0,9.57,710.0
125131220,0,D,other,RENT,,46000.0,37.46,660.0
125137752,0,A,debt_consolidation,RENT,8 years,30000.0,3.8,785.0
125153420,1,E,debt_consolidation,RENT,10+ years,60000.0,30.86,710.0
125164636,0,C,debt_consolidation,RENT,2 years,42000.0,35.17,705.0
125177913,0,D,home_improvement,MORTGAGE,,96000.0,11.78,660.0
125197028,0,A,debt_consolidation,RENT,10+ years,40000.0,21.85,720.0
125221515,0,E,debt_consolidation,MORTGAGE,10+ years,90000.0,17.5,680.0
125267510,0,D,debt_consolidation,OWN,10+ years,95000.0,6.05,675.0
125288051,0,B,debt_consolidation,RENT,< 1 year,22000.0,5.56,670.0
125308670,0,D,house,RENT,10+ years,80000.0,21.32,755.0
125347386,0,C,debt_consolidation,MORTGAGE,10+ years,128000.0,11.09,665.0
125391535,0,E,debt_consolidation,OWN,4 years,70000.0,20.08,690.0
125470336,0,A,debt_consolidation,RENT,3 years,30000.0,13.76,785.0
125582308,0,A,debt_consolidation,OWN,10+ years,100000.0,12.07,725.0
125676740,0,A,home_improvement,MORTGAGE,1 year,65000.0,14.01,735.0
125701225,0,B,other,RENT,1 year,80000.0,10.07,705.0
125707604,0,C,car,OWN,10+ years,75000.0,7.79,680.0
125718157,0,A,credit_card,MORTGAGE,10+ years,65000.0,5.76,700.0
125727307,0,D,debt_consolidation,RENT,4 years,45000.0,10.27,690.0
125729849,0,E,debt_consolidation,MORTGAGE,3 years,60000.0,18.58,695.0
125738909,0,D,debt_consolidation,RENT,< 1 year,110000.0,14.82,670.0
125786911,0,B,debt_consolidation,MORTGAGE,10+ years,161000.0,33.04,700.0
125810305,0,C,credit_card,OWN,,25000.0,20.88,660.0
125827470,0,F,debt_consolidation,RENT,< 1 year,22000.0,66.08,690.0
125892345,0,D,debt_consolidation,MORTGAGE,10+ years,150000.0,9.46,675.0
125941317,0,A,debt_consolidation,MORTGAGE,10+ years,63000.0,9.22,825.0
125945218,0,D,credit_card,RENT,10+ years,150000.0,11.67,740.0
125952109,0,C,credit_card,MORTGAGE,10+ years,85000.0,8.39,675.0
125957989,0,A,car,OWN,5 years,215000.0,4.96,705.0
126028953,0,A,credit_card,RENT,10+ years,160000.0,20.16,720.0
126070740,0,D,debt_consolidation,RENT,10+ years,98000.0,33.94,680.0
126073197,0,E,debt_consolidation,RENT,3 years,49500.0,12.09,690.0
126154600,0,B,vacation,OWN,10+ years,126000.0,13.83,670.0
126193819,0,A,small_business,MORTGAGE,3 years,100000.0,13.37,715.0
126205077,0,B,debt_consolidation,RENT,10+ years,70000.0,26.89,690.0
126231751,0,A,debt_consolidation,OWN,9 years,118000.0,5.14,690.0
126267389,0,B,debt_consolidation,MORTGAGE,10+ years,40000.0,3.54,710.0
126282762,0,C,other,OWN,10+ years,75000.0,19.23,770.0
126289277,0,B,debt_consolidation,MORTGAGE,8 years,210000.0,11.85,690.0
126300507,0,B,debt_consolidation,OWN,10+ years,56000.0,38.86,770.0
126376310,0,E,major_purchase,MORTGAGE,7 years,108000.0,16.7,700.0
126376900,0,F,debt_consolidation,MORTGAGE,10+ years,65000.0,14.7,685.0
126381526,0,F,credit_card,RENT,10+ years,76200.0,16.9,665.0
126415004,0,B,debt_consolidation,RENT,,30000.0,3.68,680.0
126420222,0,C,home_improvement,MORTGAGE,10+ years,57000.0,13.51,675.0
126467584,0,B,credit_card,RENT,4 years,58289.49,12.89,715.0
126472442,0,A,debt_consolidation,MORTGAGE,< 1 year,90000.0,17.76,745.0
126573586,0,D,debt_consolidation,OWN,10+ years,30000.0,6.4,695.0
126626553,0,A,debt_consolidation,OWN,,40000.0,25.62,685.0
126688508,0,B,home_improvement,MORTGAGE,2 years,72000.0,17.67,735.0
126689714,0,F,debt_consolidation,MORTGAGE,3 years,57000.0,28.48,680.0
126760417,0,A,credit_card,MORTGAGE,10+ years,40000.0,14.25,740.0
126796856,0,A,debt_consolidation,MORTGAGE,2 years,21496.0,6.92,725.0
126817151,0,A,debt_consolidation,RENT,3 years,125000.0,12.37,740.0
126817852,1,E,home_improvement,MORTGAGE,10+ years,75000.0,15.23,710.0
126832974,0,A,debt_consolidation,OWN,10+ years,57500.0,38.7,710.0
126856905,0,D,home_improvement,MORTGAGE,4 years,100000.0,17.59,675.0
126866399,0,D,debt_consolidation,RENT,10+ years,90000.0,17.41,680.0
126902999,0,A,debt_consolidation,RENT,6 years,90000.0,13.19,705.0
126912132,0,A,debt_consolidation,MORTGAGE,8 years,48560.0,10.49,735.0
126963722,0,D,major_purchase,MORTGAGE,10+ years,90000.0,5.2,675.0
127020855,0,D,credit_card,MORTGAGE,8 years,50000.0,33.84,795.0
127024211,0,A,credit_card,RENT,,0.0,,750.0
127033641,0,A,debt_consolidation,RENT,< 1 year,40000.0,6.96,735.0
127051114,0,A,credit_card,RENT,< 1 year,94000.0,23.87,745.0
127053802,0,E,credit_card,OWN,,12000.0,14.6,685.0
127097343,0,E,other,RENT,10+ years,80000.0,14.72,700.0
127148540,0,C,debt_consolidation,RENT,10+ years,115000.0,19.45,715.0
127168064,0,A,other,MORTGAGE,4 years,65000.0,18.0,740.0
127188355,0,D,debt_consolidation,MORTGAGE,4 years,74000.0,19.91,695.0
127262251,0,B,home_improvement,RENT,3 years,42000.0,2.7,690.0
127295971,0,F,debt_consolidation,MORTGAGE,4 years,92086.0,21.69,730.0
127369633,0,E,debt_consolidation,RENT,6 years,64000.0,23.83,660.0
127372219,0,A,major_purchase,RENT,10+ years,95000.0,6.86,720.0
127508157,0,A,credit_card,MORTGAGE,10+ years,210000.0,18.12,710.0
127526746,0,D,credit_card,RENT,5 years,24000.0,20.15,665.0
127589770,0,A,medical,MORTGAGE,10+ years,220000.0,10.49,790.0
127646467,0,D,debt_consolidation,RENT,4 years,85000.0,24.0,760.0
127703750,0,A,moving,RENT,3 years,130000.0,0.46,795.0
127705899,0,D,debt_consolidation,RENT,10+ years,40000.0,31.02,680.0
127798465,0,A,debt_consolidation,MORTGAGE,4 years,100500.0,10.6,730.0
127897361,0,C,debt_consolidation,RENT,9 years,18500.0,19.99,695.0
127911398,0,B,credit_card,RENT,9 years,42500.0,22.23,735.0
127969688,0,C,debt_consolidation,RENT,,34800.0,33.97,670.0
128022617,0,A,debt_consolidation,MORTGAGE,3 years,121398.0,24.45,780.0
128085755,0,A,credit_card,RENT,10+ years,38000.0,6.35,765.0
128132781,1,D,home_improvement,OWN,10+ years,48000.0,18.43,660.0
128194881,0,A,credit_card,MORTGAGE,3 years,138000.0,31.71,710.0
128216772,0,C,other,MORTGAGE,10+ years,70000.0,15.77,660.0
128220697,0,A,medical,MORTGAGE,6 years,50338.0,1.19,815.0
128234268,0,D,other,OWN,3 years,155000.0,13.93,680.0
128237310,0,A,credit_card,MORTGAGE,10+ years,58000.0,21.52,775.0
128269247,0,B,debt_consolidation,OWN,10+ years,113000.0,9.69,695.0
128358376,0,E,major_purchase,RENT,2 years,35000.0,72.51,665.0
128373256,0,B,small_business,OWN,,45000.0,1.89,795.0
128491305,0,A,debt_consolidation,RENT,7 years,70000.0,20.06,720.0
128492781,0,B,debt_consolidation,RENT,3 years,57200.0,28.91,750.0
128554781,0,A,credit_card,MORTGAGE,10+ years,65000.0,13.85,685.0
128556337,0,B,major_purchase,RENT,< 1 year,80000.0,5.12,755.0
128563007,0,B,debt_consolidation,MORTGAGE,1 year,98000.0,6.15,790.0
128625842,0,D,debt_consolidation,MORTGAGE,10+ years,95000.0,21.83,685.0
128662495,0,D,debt_consolidation,OWN,2 years,40000.0,22.39,715.0
128783483,0,E,home_improvement,OWN,,13812.0,68.03,695.0
128837393,0,B,debt_consolidation,MORTGAGE,10+ years,40000.0,20.67,800.0
128838363,0,C,credit_card,MORTGAGE,7 years,46000.0,31.31,660.0
128896798,0,D,debt_consolidation,MORTGAGE,7 years,54000.0,18.33,665.0
128914913,1,E,debt_consolidation,MORTGAGE,10+ years,90000.0,34.55,690.0
128981819,0,C,debt_consolidation,MORTGAGE,10+ years,40000.0,7.56,665.0
128997390,0,E,debt_consolidation,RENT,< 1 year,15600.0,26.92,690.0
129003736,0,D,debt_consolidation,MORTGAGE,2 years,35360.0,30.45,660.0
129045213,0,E,debt_consolidation,MORTGAGE,2 years,50000.0,32.21,675.0
129092521,0,G,other,RENT,< 1 year,86000.0,29.19,700.0
129129750,0,C,debt_consolidation,RENT,< 1 year,172498.0,28.68,705.0
129170399,0,A,major_purchase,RENT,2 years,60000.0,5.31,735.0
129222011,0,A,debt_consolidation,RENT,1 year,30000.0,17.88,760.0
129232377,0,G,debt_consolidation,RENT,3 years,55000.0,22.08,700.0
129337498,0,E,debt_consolidation,RENT,2 years,48000.0,16.55,690.0
129354139,0,C,other,RENT,2 years,50570.0,18.25,660.0
129360649,0,A,debt_consolidation,RENT,7 years,52000.0,12.88,785.0
129370956,0,B,major_purchase,RENT,2 years,75000.0,28.8,710.0
129405189,0,C,home_improvement,MORTGAGE,10+ years,140000.0,11.63,700.0
129435610,0,C,debt_consolidation,MORTGAGE,1 year,54000.0,41.02,660.0
129464380,0,A,major_purchase,OWN,10+ years,65997.0,21.49,785.0
129528069,0,D,credit_card,RENT,< 1 year,165000.0,31.73,695.0
129591365,0,A,debt_consolidation,RENT,7 years,52000.0,8.52,785.0
129622998,0,D,other,MORTGAGE,2 years,47500.0,52.23,715.0
129662585,0,B,debt_consolidation,RENT,8 years,125000.0,21.31,680.0
129668630,0,C,credit_card,RENT,6 years,20000.0,26.11,675.0
129686778,0,G,debt_consolidation,MORTGAGE,1 year,61000.0,31.09,675.0
129751228,0,C,credit_card,MORTGAGE,2 years,120000.0,15.39,680.0
129800562,0,A,credit_card,RENT,4 years,145000.0,15.01,710.0
129802476,0,C,debt_consolidation,RENT,4 years,40000.0,9.09,660.0
129827326,0,C,credit_card,MORTGAGE,,44000.0,24.09,690.0
129925900,1,D,home_improvement,OWN,10+ years,175000.0,22.37,690.0
129969927,0,F,credit_card,MORTGAGE,10+ years,29000.0,25.06,665.0
129975574,0,A,moving,RENT,10+ years,47000.0,15.76,765.0
130022955,0,E,debt_consolidation,RENT,2 years,50000.0,33.46,700.0
130032620,1,E,debt_consolidation,RENT,10+ years,79000.0,16.59,710.0
130096157,0,B,other,MORTGAGE,10+ years,115000.0,19.17,750.0
130097548,0,B,credit_card,MORTGAGE,< 1 year,48000.0,46.28,680.0
130113498,0,E,debt_consolidation,MORTGAGE,9 years,95000.0,16.4,695.0
130127705,0,E,debt_consolidation,MORTGAGE,10+ years,130000.0,17.87,660.0
130141977,0,G,credit_card,MORTGAGE,10+ years,38000.0,29.91,750.0
130148497,0,A,debt_consolidation,RENT,4 years,48000.0,10.6,730.0
130238112,0,C,credit_card,MORTGAGE,6 years,45000.0,16.37,680.0
130249971,0,A,other,MORTGAGE,6 years,80000.0,19.49,745.0
130331807,0,B,credit_card,RENT,2 years,65000.0,6.3,660.0
130373978,0,E,house,RENT,4 years,72000.0,20.85,680.0
130378480,0,A,debt_consolidation,OWN,4 years,42000.0,22.86,800.0
130395791,0,B,credit_card,RENT,,37000.0,20.3,695.0
130406169,0,E,debt_consolidation,RENT,4 years,26000.0,10.53,715.0
130410651,0,B,debt_consolidation,MORTGAGE,2 years,40000.0,25.05,715.0
130511088,0,B,debt_consolidation,MORTGAGE,10+ years,110000.0,8.05,770.0
130530605,0,A,credit_card,MORTGAGE,10+ years,44000.0,39.42,700.0
130558752,0,B,debt_consolidation,RENT,10+ years,39000.0,33.82,680.0
130562128,0,C,home_improvement,MORTGAGE,10+ years,250000.0,3.23,705.0
130708000,0,D,debt_consolidation,RENT,6 years,39000.0,37.23,670.0
130748108,0,D,credit_card,MORTGAGE,5 years,53000.0,35.39,720.0
130789653,0,G,debt_consolidation,MORTGAGE,,0.0,,730.0
130795983,0,A,debt_consolidation,RENT,9 years,40000.0,26.79,740.0
130889430,0,B,debt_consolidation,MORTGAGE,3 years,160000.0,5.63,735.0
130915093,0,B,debt_consolidation,RENT,1 year,30000.0,24.04,700.0
131003086,0,B,debt_consolidation,RENT,10+ years,90000.0,15.48,700.0
131061874,1,E,debt_consolidation,RENT,7 years,62000.0,15.33,685.0
131072272,0,D,debt_consolidation,MORTGAGE,6 years,80000.0,20.15,715.0
131079707,0,F,debt_consolidation,RENT,8 years,52000.0,39.28,750.0
131107765,0,A,debt_consolidation,RENT,10+ years,69611.0,26.02,795.0
131124253,0,E,debt_consolidation,MORTGAGE,10+ years,21022.0,32.72,670.0
131206203,0,F,debt_consolidation,MORTGAGE,10+ years,145000.0,26.38,695.0
131238134,0,B,debt_consolidation,MORTGAGE,10+ years,55000.0,14.03,760.0
131269528,0,B,debt_consolidation,MORTGAGE,3 years,225000.0,17.08,685.0
131314875,0,D,vacation,MORTGAGE,10+ years,220000.0,2.15,660.0
131336762,0,E,car,RENT,10+ years,64587.0,4.72,665.0
131364117,0,C,credit_card,RENT,2 years,24000.0,15.4,675.0
131377533,0,C,credit_card,MORTGAGE,10+ years,30000.0,33.32,715.0
131388439,0,B,credit_card,RENT,7 years,125000.0,18.65,660.0
131400196,0,A,medical,MORTGAGE,,42000.0,3.66,770.0
131402963,0,D,other,RENT,,6000.0,5.0,795.0
131422399,0,E,credit_card,RENT,5 years,70000.0,25.0,695.0
131434362,0,C,credit_card,MORTGAGE,10+ years,48900.0,25.74,660.0
